iter	Accuracy	MultiClass
1720	0.8155934343	0.4571334494
1721	0.8154250842	0.4570805973
1722	0.8154250842	0.457052096
1723	0.8153829966	0.4570290905
1724	0.8153409091	0.45699029
1725	0.8153619529	0.4569530037
1726	0.8154040404	0.4569154568
1727	0.8154250842	0.4568803705
1728	0.8154671717	0.4568421098
1729	0.8155934343	0.4568193285
1730	0.8156565657	0.456809171
1731	0.8155723906	0.4567733565
1732	0.8155513468	0.4567449262
1733	0.8155934343	0.4567327572
1734	0.8156144781	0.4566930161
1735	0.8156776094	0.4566216638
1736	0.8155513468	0.4565993351
1737	0.8157617845	0.4565537807
1738	0.8157407407	0.456512872
1739	0.815719697	0.4565017959
1740	0.8156776094	0.4564681338
1741	0.8157407407	0.4564319408
1742	0.8157407407	0.4563935879
1743	0.8158249158	0.4563657936
1744	0.8158038721	0.4562967969
1745	0.8158038721	0.4562829828
1746	0.8158249158	0.4562556642
1747	0.8158249158	0.4562038822
1748	0.8158880471	0.4561478049
1749	0.815993266	0.4561296102
1750	0.8158670034	0.4560905192
1751	0.8160774411	0.4560267535
1752	0.8160984848	0.4559794072
1753	0.8160563973	0.45594206
1754	0.8159722222	0.455872285
1755	0.8159722222	0.4558372049
1756	0.8160984848	0.4557937308
1757	0.815993266	0.455751903
1758	0.8162878788	0.4556496692
1759	0.8162247475	0.4556377477
1760	0.8163299663	0.4555492569
1761	0.8163299663	0.4555195058
1762	0.8163930976	0.4554556999
1763	0.8163720539	0.4554075604
1764	0.8163720539	0.4553564999
1765	0.8163930976	0.4552682452
1766	0.8163089226	0.4552033244
1767	0.8164772727	0.4551516874
1768	0.816540404	0.4551243247
1769	0.8165614478	0.4550997947
1770	0.8164772727	0.4550578381
1771	0.816456229	0.4550213963
1772	0.8165193603	0.454995727
1773	0.8165614478	0.4549433976
1774	0.8165193603	0.4549145222
1775	0.8165824916	0.4548967149
1776	0.8166456229	0.4548731006
1777	0.8166666667	0.4548610708
1778	0.8166245791	0.4548323646
1779	0.8166456229	0.4548274463
1780	0.8166877104	0.4547439855
1781	0.8167087542	0.4547044573
1782	0.8167508418	0.454686706
1783	0.8167718855	0.4546787724
1784	0.8168771044	0.4546389293
1785	0.8169402357	0.4546098653
1786	0.8169612795	0.4545626506
1787	0.8170454545	0.4544920712
1788	0.8169823232	0.4544315706
1789	0.8169823232	0.4544041662
1790	0.8168139731	0.4543471449
1791	0.8168981481	0.4543225255
1792	0.8169823232	0.454265944
1793	0.8170244108	0.4542287329
1794	0.8170244108	0.4542159225
1795	0.817003367	0.4541989307
1796	0.8169612795	0.454190039
1797	0.8170454545	0.4541691325
1798	0.8171296296	0.4541305076
1799	0.8171506734	0.4541189177
1800	0.8171085859	0.454087157
1801	0.8171085859	0.45408006
1802	0.8171296296	0.4540342929
1803	0.8171085859	0.4539903998
1804	0.8171085859	0.4539739102
1805	0.8171506734	0.4539309313
1806	0.8171717172	0.4539084374
1807	0.8171717172	0.4538993197
1808	0.817003367	0.4538612855
1809	0.8170244108	0.453848869
1810	0.8170875421	0.4538278446
1811	0.8172348485	0.4537992212
1812	0.8172558923	0.4537646725
1813	0.8173190236	0.4537283597
1814	0.81746633	0.453663153
1815	0.8175505051	0.4536118375
1816	0.8175294613	0.4535655558
1817	0.8175715488	0.4535494492
1818	0.8175294613	0.4535125
1819	0.8175505051	0.453480559
1820	0.8175294613	0.4534145168
1821	0.8175715488	0.4533907307
1822	0.8176136364	0.4533657183
1823	0.817739899	0.4532941727
1824	0.8176978114	0.4532190691
1825	0.8177609428	0.453206553
1826	0.8176978114	0.4531438082
1827	0.8176346801	0.4531271739
1828	0.817739899	0.4531153532
1829	0.8177188552	0.4530753035
1830	0.8178451178	0.4530267935
1831	0.8179924242	0.4530099671
1832	0.818013468	0.452968237
1833	0.8180765993	0.4529641627
1834	0.8180555556	0.4529338205
1835	0.8180555556	0.4529158745
1836	0.8180555556	0.4529033087
1837	0.8180765993	0.4528793028
1838	0.8181186869	0.4528324091
1839	0.8181397306	0.4528164772
1840	0.8181607744	0.4528063029
1841	0.8181397306	0.4527621422
1842	0.8180345118	0.4526963773
1843	0.8180345118	0.4526835953
1844	0.8179713805	0.4526534386
1845	0.8179292929	0.4526091684
1846	0.8178872054	0.4525812605
1847	0.8179503367	0.4525501619
1848	0.8179924242	0.4525093351
1849	0.8180765993	0.4524844465
1850	0.8179713805	0.4524670496
1851	0.8179503367	0.4524299608
1852	0.8179924242	0.452411931
1853	0.8180765993	0.452379314
1854	0.8180345118	0.452326751
1855	0.8181186869	0.4522975807
1856	0.8180976431	0.4522802409
1857	0.8180765993	0.4522412249
1858	0.8181818182	0.4522114809
1859	0.818202862	0.4521983995
1860	0.8181607744	0.4521346418
1861	0.8182659933	0.452086628
1862	0.818287037	0.4520416069
1863	0.8181397306	0.4520063944
1864	0.8180555556	0.4519561476
1865	0.8180345118	0.4519490987
1866	0.8181397306	0.4518780539
1867	0.8181397306	0.4518589293
1868	0.8181818182	0.4518333002
1869	0.8182449495	0.4518224314
1870	0.8183291246	0.451779112
1871	0.8183922559	0.4517225372
1872	0.8184132997	0.4516715846
1873	0.8184343434	0.4516309691
1874	0.8186026936	0.4516009262
1875	0.8186026936	0.4515737275
1876	0.8185816498	0.4515555247
1877	0.8185606061	0.4515023491
1878	0.8186658249	0.4514805096
1879	0.8186658249	0.4514542627
1880	0.8185816498	0.4514218386
1881	0.8186868687	0.4513764287
1882	0.8185816498	0.4513317705
1883	0.8186447811	0.4512954355
1884	0.8186658249	0.4512297043
1885	0.8186237374	0.4512221039
1886	0.8187289562	0.4511495367
1887	0.8187710438	0.4511117034
1888	0.8187920875	0.451088729
1889	0.8187710438	0.4510834909
1890	0.8186237374	0.4510661083
1891	0.8185606061	0.4510315678
1892	0.8187079125	0.4509704626
1893	0.8186868687	0.4509249136
1894	0.8186237374	0.4508529993
1895	0.8186658249	0.4508124498
1896	0.81875	0.4507611704
1897	0.8187710438	0.4507312431
1898	0.8188341751	0.4507012228
1899	0.8188552189	0.4506661176
1900	0.8187920875	0.4506601272
1901	0.8188762626	0.4506100153
1902	0.8189183502	0.4505772312
1903	0.8189393939	0.4505683095
1904	0.8189183502	0.4505486743
1905	0.8190025253	0.4504871038
1906	0.8189814815	0.4504845506
1907	0.8190446128	0.450446251
1908	0.819023569	0.4504246626
1909	0.8190446128	0.4503811809
1910	0.8190867003	0.4503395669
1911	0.8190867003	0.4503259357
1912	0.8189814815	0.4503059664
1913	0.8190446128	0.4502459312
1914	0.8190656566	0.4502192967
1915	0.8190867003	0.4502015025
1916	0.8191498316	0.4501817156
1917	0.8191287879	0.4501223337
1918	0.8192550505	0.4500655236
1919	0.819212963	0.4500476364
1920	0.819212963	0.4500107066
1921	0.8192550505	0.4499887367
1922	0.8192760943	0.4499351211
1923	0.8192340067	0.4498769152
1924	0.8193392256	0.4498339336
1925	0.8194023569	0.449821681
1926	0.8194654882	0.4497931286
1927	0.8194444444	0.4497476846
1928	0.8194023569	0.4497276177
1929	0.8194444444	0.4497065857
1930	0.8194444444	0.4496709648
1931	0.8193813131	0.4496673946
1932	0.8193181818	0.4496535844
1933	0.8193813131	0.44962902
1934	0.8194234007	0.4495837832
1935	0.8195075758	0.4495384024
1936	0.8195286195	0.4494641205
1937	0.8194234007	0.4494081315
1938	0.8193813131	0.4493852018
1939	0.8193813131	0.4493550992
1940	0.8193813131	0.4493375538
1941	0.8195286195	0.4493091325
1942	0.819486532	0.4492840748
1943	0.8194654882	0.4492544639
1944	0.8195496633	0.4492034624
1945	0.8196338384	0.4491589814
1946	0.8197390572	0.4491145374
1947	0.8197390572	0.4491091053
1948	0.8198653199	0.4490347646
1949	0.8199074074	0.4489406096
1950	0.8198442761	0.4489180196
1951	0.8199074074	0.4488853477
1952	0.8198021886	0.4488520205
1953	0.8198863636	0.448833971
1954	0.8199284512	0.4488039872
1955	0.8199284512	0.4487844366
1956	0.8199494949	0.4487110049
1957	0.8199284512	0.4487044342
1958	0.8199494949	0.4486856904
1959	0.8199284512	0.4486599427
1960	0.8199705387	0.44863508
1961	0.8199705387	0.4485619923
1962	0.8199494949	0.4485469992
1963	0.8200126263	0.4484985745
1964	0.8199494949	0.4484397193
1965	0.8199494949	0.4484149381
1966	0.8199705387	0.4484077287
1967	0.8200547138	0.4483727313
1968	0.82003367	0.4483582732
1969	0.8200757576	0.4483375438
1970	0.8199915825	0.448281686
1971	0.82003367	0.4482464879
1972	0.8199915825	0.4482336683
1973	0.8200968013	0.4482045393
1974	0.8202020202	0.448148996
1975	0.8202861953	0.448110457
1976	0.820223064	0.4480514152
1977	0.8202020202	0.4480384999
1978	0.8202651515	0.4480068332
1979	0.8202020202	0.4479576353
1980	0.8202861953	0.447955071
1981	0.8202861953	0.4479277758
1982	0.8202020202	0.4478839974
1983	0.8202020202	0.4478308715
1984	0.820223064	0.4478036876
1985	0.8202441077	0.4477690372
1986	0.8202651515	0.4477446953
1987	0.8203493266	0.4476820279
1988	0.8203282828	0.4476441732
1989	0.8203493266	0.4476059575
1990	0.8204755892	0.4475635547
1991	0.8204335017	0.4475276877
1992	0.8204124579	0.4475130308
1993	0.8205176768	0.447480377
1994	0.8207070707	0.4474397313
1995	0.8206018519	0.4473890384
1996	0.8206439394	0.4473662466
1997	0.8206649832	0.4473281522
1998	0.8208333333	0.4472842384
1999	0.8208333333	0.4472436202
